sampleId	chromosome	start	end	copyNumber	bafCount	observedBAF	baf	segmentStartSupport	segmentEndSupport	method	depthWindowCount	gcContent	minStart	maxStart	minorAlleleCopyNumber	majorAlleleCopyNumber
sampleC	chr9	28031865	28034288	1.7847	1	1	1.0057	INV	DEL	BAF_WEIGHTED	2	0.427	28031865	28031865	0	1.7847
sampleC	chr9	28034289	28034468	1.0941	0	0	1.0092	DEL	INV	STRUCTURAL_VARIANT	0	0	28034289	28034289	0	1.0941
sampleC	chr9	28034469	28059142	2.0342	14	1	1.005	INV	INV	BAF_WEIGHTED	23	0.3638	28034469	28034469	0	2.0342
sampleC	chr9	28059143	28157693	0.974	58	1	1	INV	DEL	BAF_WEIGHTED	78	0.3622	28059143	28059143	0	0.974
sampleC	chr9	28157694	30338966	1.9822	1592	1	1.0051	DEL	SGL	BAF_WEIGHTED	2066	0.3506	28157694	28157694	0	1.9822
sampleC	chr9	30338967	44377362	3.9479	2847	0.5398	0.5063	SGL	CENTROMERE	BAF_WEIGHTED	7513	0.4212	30338967	30338967	1.949	1.9988
sampleC	chr9	44377363	110701870	3.71	17135	0.54990000000000006	0.5395	CENTROMERE	SGL	BAF_WEIGHTED	39145	0.4057	44377363	44377363	1.7084	2.0016
sampleC	chr9	110701871	138394717	3.6997	9877	0.5493	0.5398	SGL	TELOMERE	BAF_WEIGHTED	24405	0.4598	110701871	110701871	1.7024	1.9973
sampleC	chr10	1	7017549	2.0054	4084	1	1.005	TELOMERE	BND	BAF_WEIGHTED	6433	0.4303	1	1	0	2.0054
sampleC	chr10	7017550	7090912	2.8939	10	0.6565	0.6576	BND	BND	BAF_WEIGHTED	64	0.4129	7017550	7017550	0.9908	1.903
sampleC	chr10	7090913	7592409	1.9455	210	1	1.0052	BND	BND	BAF_WEIGHTED	486	0.4368	7090913	7090913	0	1.9455
sampleC	chr10	7592410	33097525	2.8019	11843	0.7104	0.7119	BND	DEL	BAF_WEIGHTED	24028	0.4051	7592410	7592410	0.8072	1.9947
sampleC	chr10	33097526	35830132	1.996	1118	1	1.0051	DEL	DEL	BAF_WEIGHTED	2641	0.4162	33097526	33097526	0	1.996
sampleC	chr10	35830133	35830199	2.5675	0	0	1.0039	DEL	BND	STRUCTURAL_VARIANT	0	0	35830133	35830133	0	2.5675
sampleC	chr10	35830200	40640101	1.961	832	1	1.0052	BND	CENTROMERE	BAF_WEIGHTED	2161	0.3919	35830200	35830200	0	1.961
sampleC	chr10	40640102	58717463	1.9981	6656	1	1.0051	CENTROMERE	BND	BAF_WEIGHTED	12930	0.3927	40640102	40640102	0	1.9981
sampleC	chr10	58717464	58717662	4.4727	0	0	1.0023	BND	BND	STRUCTURAL_VARIANT	0	0	58717464	58717464	0	4.4727
sampleC	chr10	58717663	81882050	2.0137	9672	1	1.005	BND	DEL	BAF_WEIGHTED	21556	0.4151	58717663	58717663	0	2.0137
sampleC	chr10	81882051	82067909	1.8149	112	1	1.0056	DEL	DEL	BAF_WEIGHTED	174	0.3746	81882051	81882051	0	1.8149
sampleC	chr10	82067910	87940542	1.9989	2812	1	1.0051	DEL	DEL	BAF_WEIGHTED	5125	0.4035	82067910	82067910	0	1.9989
sampleC	chr10	87940543	87952583	0	0	0	1	DEL	DEL	BAF_WEIGHTED	11	0.3647	87940543	87940543	0	0
sampleC	chr10	87952584	133797422	2.0177	19174	1	1.005	DEL	TELOMERE	BAF_WEIGHTED	42725	0.4281	87952584	87952584	0	2.0177
sampleC	chr11	1	37438553	3.2325	18616	1	1.0031	TELOMERE	INV	BAF_WEIGHTED	33334	0.4093	1	1	0	3.2325
sampleC	chr11	37438554	40837689	3.1801	1070	1	1.0032	INV	INV	BAF_WEIGHTED	3195	0.3568	37438554	37438554	0	3.1801
sampleC	chr11	40837690	52751710	2.9708	2588	1	1.0034	INV	CENTROMERE	BAF_WEIGHTED	7939	0.4233	40837690	40837690	0	2.9708
sampleC	chr11	52751711	70371346	2.9423	5121	1	1.0034	CENTROMERE	SGL	BAF_WEIGHTED	13125	0.4598	52751711	52751711	0	2.9423
sampleC	chr11	70371347	81074557	2.9559	3316	1	1.0034	SGL	DEL	BAF_WEIGHTED	9594	0.4418	70371347	70371347	0	2.9559
sampleC	chr11	81074558	81382738	1.551	311	1	1.0065	DEL	DEL	BAF_WEIGHTED	298	0.3602	81074558	81074558	0	1.551
sampleC	chr11	81382739	135086622	2.9042	23462	1	1.0035	DEL	TELOMERE	BAF_WEIGHTED	49519	0.4035	81382739	81382739	0	2.9042
sampleC	chr12	1	35977329	3.0134	16016	0.6686	0.6697	TELOMERE	CENTROMERE	BAF_WEIGHTED	31341	0.4018	1	1	0.9953	2.0182
sampleC	chr12	35977330	72273111	3.0168	13197	0.6699	0.671	CENTROMERE	BND	BAF_WEIGHTED	31788	0.4032	35977330	35977330	0.9925	2.0243
sampleC	chr12	72273112	72273294	5.5168	0	0	0.8201	BND	BND	STRUCTURAL_VARIANT	0	0	72273112	72273112	0.9925	4.5243
sampleC	chr12	72273295	91767370	3.0293	7545	0.6682	0.6693	BND	DEL	BAF_WEIGHTED	18336	0.3587	72273295	72273295	1.0017	2.0276
sampleC	chr12	91767371	91767405	2.0162	0	0	0.5081	DEL	DEL	STRUCTURAL_VARIANT	0	0	91767371	91767371	0.9918	1.0244
sampleC	chr12	91767406	129287232	2.9858	15463	0.6667	0.6678	DEL	SGL	BAF_WEIGHTED	35795	0.4323	91767406	91767406	0.9918	1.994
sampleC	chr12	129287233	133275309	2.9865	2131	0.6685	0.6696	SGL	TELOMERE	BAF_WEIGHTED	3238	0.4795	129287233	129287233	0.9866	1.9999
sampleC	chr13	1	17025623	3.1611	0	0	0.552	TELOMERE	CENTROMERE	LONG_ARM	0	0	1	1	1.4162	1.7449
sampleC	chr13	17025624	59982890	3.1611	17249	0.552	0.552	CENTROMERE	SGL	BAF_WEIGHTED	38047	0.3948	17025624	17025624	1.4162	1.7449
sampleC	chr13	59982891	114364328	3.1436	24097	0.5525	0.5525	SGL	TELOMERE	BAF_WEIGHTED	51254	0.3746	59982891	59982891	1.4069	1.7367
sampleC	chr14	1	17086761	3.0189	0	0	1.0033	TELOMERE	CENTROMERE	LONG_ARM	0	0	1	1	0	3.0189
sampleC	chr14	17086762	40748748	3.0189	8736	1	1.0033	CENTROMERE	DUP	BAF_WEIGHTED	19130	0.3901	17086762	17086762	0	3.0189
sampleC	chr14	40748749	40774902	3.1554	17	1	1.0032	DUP	DUP	BAF_WEIGHTED	25	0.348	40748749	40748749	0	3.1554
sampleC	chr14	40774903	71605134	3.0257	10557	1	1.0033	DUP	SGL	BAF_WEIGHTED	28557	0.3917	40774903	40774903	0	3.0257
sampleC	chr14	71605135	72547941	2.9792	489	1	1.0034	SGL	DUP	BAF_WEIGHTED	889	0.4146	71605135	71605135	0	2.9792
sampleC	chr14	72547942	72548039	6.9488	0	0	1.0015	DUP	DUP	STRUCTURAL_VARIANT	0	0	72547942	72547942	0	6.9488
sampleC	chr14	72548040	104093751	3.011	13978	1	1.0034	DUP	DEL	BAF_WEIGHTED	30030	0.4272	72548040	72548040	0	3.011
sampleC	chr14	104093752	104093807	1.4629	0	0	1.0069	DEL	DEL	STRUCTURAL_VARIANT	0	0	104093752	104093752	0	1.4629
sampleC	chr14	104093808	107043718	3.046	304	1	1.0033	DEL	TELOMERE	BAF_WEIGHTED	846	0.5596	104093808	104093808	0	3.046
sampleC	chr15	1	18362626	7.7646	0	0	0.7741	TELOMERE	CENTROMERE	LONG_ARM	0	0	1	1	1.7543	6.0103
sampleC	chr15	18362627	20736697	7.7646	0	0	0.7741	CENTROMERE	BND	NON_DIPLOID	36	0.3384	18362627	18362627	1.7543	6.0103
sampleC	chr15	20736698	23440460	3.7541	92	0.5478	0.5327	BND	BND	BAF_WEIGHTED	346	0.4602	20736698	20736698	1.7543	1.9998
sampleC	chr15	23440461	23461731	4.6868	29	0.5798	0.5801	BND	BND	BAF_WEIGHTED	15	0.4173	23440461	23440461	1.9678	2.719
sampleC	chr15	23461732	23467471	5.8343	5	0.6496	0.6501	BND	BND	BAF_WEIGHTED	5	0.3648	23461732	23461732	2.0413	3.793
sampleC	chr15	23467472	23472018	4.734	3	0.57	0.5703	BND	BND	BAF_WEIGHTED	4	0.4262	23467472	23467472	2.0342	2.6998
sampleC	chr15	23472019	23586513	5.8675	92	0.6543	0.6549	BND	INV	BAF_WEIGHTED	110	0.3953	23472019	23472019	2.025	3.8425
sampleC	chr15	23586514	23747554	3.8663	30	0.542	0.5173	INV	INV	BAF_WEIGHTED	141	0.4104	23586514	23586514	1.8663	2
sampleC	chr15	23747555	41329095	2.0069	6958	1	1.005	INV	DUP	BAF_WEIGHTED	14318	0.4113	23747555	23747555	0	2.0069
sampleC	chr15	41329096	41336310	4.0385	0	0	1.0025	DUP	DUP	BAF_WEIGHTED	5	0.43	41329096	41329096	0	4.0385
sampleC	chr15	41336311	84141972	2.013	14944	1	1.005	DUP	BND	BAF_WEIGHTED	39435	0.4225	41336311	41336311	0	2.013
sampleC	chr15	84141973	100001984	4.0124	7996	0.5398	0.5019	BND	SGL	BAF_WEIGHTED	14511	0.4209	84141973	84141973	1.9984	2.014
sampleC	chr15	100001985	101991189	4.0801	748	0.5385	0.5098	SGL	TELOMERE	BAF_WEIGHTED	1684	0.4514	100001985	100001985	2	2.0801
sampleC	chr16	1	34427000	3.2832	13860	0.5986	0.5992	TELOMERE	NONE	BAF_WEIGHTED	25218	0.4598	1	1	1.316	1.9672
sampleC	chr16	34427001	37295919	1.9991	65	1	1.0051	NONE	CENTROMERE	BAF_WEIGHTED	945	0.3999	34258001	34596001	0	1.9991
sampleC	chr16	37295920	58590641	2.0044	3777	1	1.005	CENTROMERE	DEL	BAF_WEIGHTED	11425	0.4365	37295920	37295920	0	2.0044
sampleC	chr16	58590642	58629426	0	0	0	1	DEL	DEL	BAF_WEIGHTED	38	0.4414	58590642	58590642	0	0
sampleC	chr16	58629427	78894739	1.9859	7757	1	1.0051	DEL	DEL	BAF_WEIGHTED	18488	0.414	58629427	58629427	0	1.9859
sampleC	chr16	78894740	79061106	0.947	135	1	1	DEL	DEL	BAF_WEIGHTED	163	0.4355	78894740	78894740	0	0.947
sampleC	chr16	79061107	90338345	1.9999	6260	1	1.0051	DEL	TELOMERE	BAF_WEIGHTED	9562	0.4785	79061107	79061107	0	1.9999
sampleC	chr17	1	24849829	2.9942	9281	0.6717	0.6728	TELOMERE	CENTROMERE	BAF_WEIGHTED	18158	0.4615	1	1	0.9796	2.0146
sampleC	chr17	24849830	83257441	3.0504	18371	0.6741	0.6753	CENTROMERE	TELOMERE	BAF_WEIGHTED	49294	0.4525	24849830	24849830	0.9905	2.0598
sampleC	chr18	1	9868619	2.0193	5232	1	1.005	TELOMERE	BND	BAF_WEIGHTED	9302	0.4014	1	1	0	2.0193
sampleC	chr18	9868620	18161052	2.8681	1987	0.7115	0.713	BND	CENTROMERE	BAF_WEIGHTED	3899	0.4295	9868620	9868620	0.8232	2.0449
sampleC	chr18	18161053	68712224	2.8515	18384	0.7052	0.7066	CENTROMERE	DEL	BAF_WEIGHTED	45544	0.3909	18161053	18161053	0.8365	2.015
sampleC	chr18	68712225	68715589	2.2491	0	0	0.628	DEL	DEL	BAF_WEIGHTED	2	0.457	68712225	68712225	0.8365	1.4125
sampleC	chr18	68715590	74573430	2.8537	2808	0.7061	0.7076	DEL	DEL	BAF_WEIGHTED	5597	0.3738	68715590	68715590	0.8345	2.0192
sampleC	chr18	74573431	74573436	2.4395	0	0	0.6542	DEL	DEL	STRUCTURAL_VARIANT	0	0	74573431	74573431	0.8435	1.5959
sampleC	chr18	74573437	80373285	2.8897	3086	0.7066	0.7081	DEL	TELOMERE	BAF_WEIGHTED	5197	0.4387	74573437	74573437	0.8435	2.0461
sampleC	chr19	1	17286002	2.8689	6839	0.6865	0.6878	TELOMERE	BND	BAF_WEIGHTED	14092	0.5129	1	1	0.8957	1.9733
sampleC	chr19	17286003	17286832	2.032	0	0	0.5592	BND	BND	STRUCTURAL_VARIANT	0	0	17286003	17286003	0.8957	1.1364
sampleC	chr19	17286833	25844926	2.8907	3201	0.6863	0.6876	BND	CENTROMERE	BAF_WEIGHTED	5934	0.4539	17286833	17286833	0.9031	1.9876
sampleC	chr19	25844927	58617616	2.9311	13026	0.6859	0.6872	CENTROMERE	TELOMERE	BAF_WEIGHTED	26673	0.4753	25844927	25844927	0.9169	2.0142
sampleC	chr20	1	13180082	4.0373	6339	0.5402	0.5046	TELOMERE	DEL	BAF_WEIGHTED	12429	0.416	1	1	2.0002	2.0371
sampleC	chr20	13180083	13183454	2.1193	1	1	1.0048	DEL	DEL	BAF_WEIGHTED	2	0.4065	13180083	13180083	0	2.1193
sampleC	chr20	13183455	14982311	3.9975	625	0.5385	0.5003	DEL	DEL	BAF_WEIGHTED	1712	0.3828	13183455	13183455	1.9975	2
sampleC	chr20	14982312	15008179	2.9571	1	0.5532	0.5532	DEL	DEL	BAF_WEIGHTED	24	0.3898	14982312	14982312	1.3213	1.6359
sampleC	chr20	15008180	15019977	2.7177	0	0	0.6317	DEL	DEL	BAF_WEIGHTED	10	0.4156	15008180	15008180	1.001	1.7167
sampleC	chr20	15019978	15033196	1.5744	3	0.6341	0.6358	DEL	DEL	BAF_WEIGHTED	13	0.417	15019978	15019978	0.5733	1.001
sampleC	chr20	15033197	15033303	2.6683	0	0	0.6335	DEL	DEL	STRUCTURAL_VARIANT	0	0	15033197	15033197	0.9779	1.6904
sampleC	chr20	15033304	15128172	3.6904	69	0.5538	0.5419	DEL	DEL	BAF_WEIGHTED	94	0.3793	15033304	15033304	1.6904	2
sampleC	chr20	15128173	28237289	4.0358	4823	0.5395	0.5049	DEL	CENTROMERE	BAF_WEIGHTED	9930	0.4269	15128173	15128173	1.9982	2.0377
sampleC	chr20	28237290	38645823	3.9965	1773	0.5407	0.505	CENTROMERE	BND	BAF_WEIGHTED	7141	0.4659	28237290	28237290	1.9784	2.0181
sampleC	chr20	38645824	38646024	5.0245	0	0	0.6043	BND	BND	STRUCTURAL_VARIANT	0	0	38645824	38645824	1.9882	3.0363
sampleC	chr20	38646025	64444167	4.0256	9589	0.5398	0.5061	BND	TELOMERE	BAF_WEIGHTED	23672	0.4552	38646025	38646025	1.9882	2.0374
sampleC	chr21	1	8594707	3.0058	0	0	0.6724	TELOMERE	DEL	LONG_ARM	8	0.4051	1	1	0.9846	2.0212
sampleC	chr21	8594708	8595620	3.0058	0	0	0.6724	DEL	DEL	LONG_ARM	0	0	8594708	8594708	0.9846	2.0212
sampleC	chr21	8595621	11890183	3.0058	0	0	0.6724	DEL	CENTROMERE	LONG_ARM	0	0	8595621	8595621	0.9846	2.0212
sampleC	chr21	11890184	46709983	3.0058	15255	0.6713	0.6724	CENTROMERE	TELOMERE	BAF_WEIGHTED	29949	0.4047	11890184	11890184	0.9846	2.0212
sampleC	chr22	1	14004552	4.019	0	0	0.5115	TELOMERE	CENTROMERE	LONG_ARM	0	0.6845	1	1	1.9631	2.0559
sampleC	chr22	14004553	20356854	4.019	1174	0.5387	0.5115	CENTROMERE	DUP	BAF_WEIGHTED	2183	0.4932	14004553	14004553	1.9631	2.0559
sampleC	chr22	20356855	20360432	4.1366	0	0	0.5141	DUP	DUP	STRUCTURAL_VARIANT	0	0	20356855	20356855	2.0098	2.1268
sampleC	chr22	20360433	33363263	3.9923	4852	0.5409	0.5034	DUP	DEL	BAF_WEIGHTED	10897	0.4659	20360433	20360433	1.9825	2.0098
sampleC	chr22	33363264	33442412	2.869	18	0.645	0.646	DEL	DEL	BAF_WEIGHTED	77	0.4314	33363264	33363264	1.0157	1.8533
sampleC	chr22	33442413	44653314	3.9752	4965	0.5394	0.5034	DEL	SGL	BAF_WEIGHTED	10214	0.4817	33442413	33442413	1.9742	2.001
sampleC	chr22	44653315	50818468	4.0062	3515	0.5398	0.5008	SGL	TELOMERE	BAF_WEIGHTED	5132	0.5066	44653315	44653315	2	2.0062
sampleC	chrX	1	31178826	1.9719	0	0	1	TELOMERE	DEL	BAF_WEIGHTED	26477	0.3948	1	1	0	1.9719
sampleC	chrX	31178827	31198093	0.9679	0	0	1	DEL	DEL	BAF_WEIGHTED	18	0.3888	31178827	31178827	0	0.9679
sampleC	chrX	31198094	31283086	1.9573	0	0	1	DEL	DEL	BAF_WEIGHTED	83	0.394	31198094	31198094	0	1.9573
sampleC	chrX	31283087	32020632	0.9787	0	0	1	DEL	DEL	BAF_WEIGHTED	696	0.3685	31283087	31283087	0	0.9787
sampleC	chrX	32020633	32059738	1.9601	0	0	1	DEL	DEL	BAF_WEIGHTED	37	0.3514	32020633	32020633	0	1.9601
sampleC	chrX	32059739	32080415	1.0673	0	0	1	DEL	DEL	BAF_WEIGHTED	19	0.3537	32059739	32059739	0	1.0673
sampleC	chrX	32080416	32183134	0.0703	0	0	1	DEL	DEL	BAF_WEIGHTED	100	0.3699	32080416	32080416	0	0.0703
sampleC	chrX	32183135	32274979	1.0407	0	0	1	DEL	DEL	BAF_WEIGHTED	85	0.3542	32183135	32183135	0	1.0407
sampleC	chrX	32274980	34041661	1.9601	0	0	1	DEL	DEL	BAF_WEIGHTED	1715	0.3558	32274980	32274980	0	1.9601
sampleC	chrX	34041662	34044587	0	0	0	1	DEL	DEL	BAF_WEIGHTED	2	0.363	34041662	34041662	0	0
sampleC	chrX	34044588	60509060	1.9603	0	0	1	DEL	CENTROMERE	BAF_WEIGHTED	20889	0.4066	34044588	34044588	0	1.9603
sampleC	chrX	60509061	156040895	1.9558	0	0	1	CENTROMERE	TELOMERE	BAF_WEIGHTED	78369	0.3875	60509061	60509061	0	1.9558
sampleC	chrY	1	10430491	0	0	0	1	TELOMERE	CENTROMERE	BAF_WEIGHTED	2601	0.4083	1	1	0	0
sampleC	chrY	10430492	57227415	0	0	0	1	CENTROMERE	TELOMERE	BAF_WEIGHTED	7005	0.3866	10430492	10430492	0	0
